sem_bge,comp_bge,exp_bge,form_bge,skills_raw,edu_gap_norm,domain_compat_score,label,domain_name,domain_match
0.7333,0.6667,1.0,1.0,0.6667,0.0,1.0,0.7102,Architecture,same
0.7333,0.6667,1.0,0.8,0.6667,0.2,1.0,0.6903,Architecture,same
0.7333,0.6667,1.0,0.8,0.6667,0.2,1.0,0.7101,Architecture,same
0.7333,0.6667,1.0,0.8,0.6667,0.2,1.0,0.7064,Architecture,same
0.7333,0.6667,1.0,0.6,0.6667,0.4,1.0,0.6914,Architecture,same
0.7333,0.6667,1.0,0.6,0.6667,0.4,1.0,0.7024,Architecture,same
0.7333,0.6667,1.0,0.6,0.6667,0.4,1.0,0.6967,Architecture,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.6231,Architecture,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.6218,Architecture,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.6409,Architecture,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6349,Architecture,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.61,Architecture,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6247,Architecture,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6265,Architecture,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.63,Architecture,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.629,Architecture,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.624,Architecture,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.6364,Architecture,same
0.65,0.5,1.0,1.0,0.5,0.0,1.0,0.622,Architecture,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6271,Architecture,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6396,Architecture,same
0.65,0.5,1.0,0.8,0.5,0.2,1.0,0.6299,Architecture,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6186,Architecture,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6325,Architecture,same
0.65,0.5,1.0,0.6,0.5,0.4,1.0,0.6151,Architecture,same
0.5666,0.3333,1.0,1.0,0.3333,0.0,1.0,0.5586,Architecture,same
0.5666,0.3333,1.0,1.0,0.3333,0.0,1.0,0.5287,Architecture,same
0.5666,0.3333,1.0,1.0,0.3333,0.0,1.0,0.5431,Architecture,same
0.5666,0.3333,1.0,0.8,0.3333,0.2,1.0,0.5382,Architecture,same
0.5666,0.3333,1.0,0.8,0.3333,0.2,1.0,0.5385,Architecture,same
0.5666,0.3333,1.0,0.8,0.3333,0.2,1.0,0.5537,Architecture,same
0.5666,0.3333,1.0,0.6,0.3333,0.4,1.0,0.5539,Architecture,same
0.5666,0.3333,1.0,0.6,0.3333,0.4,1.0,0.5253,Architecture,same
0.5666,0.3333,1.0,0.6,0.3333,0.4,1.0,0.5752,Architecture,same
0.4834,0.1667,1.0,1.0,0.1667,0.0,0.65,0.2893,Architecture,adjacent
0.4834,0.1667,1.0,0.8,0.1667,0.2,0.65,0.2959,Architecture,adjacent
0.4834,0.1667,1.0,1.0,0.1667,0.0,0.65,0.31,Architecture,adjacent
0.4834,0.1667,1.0,0.8,0.1667,0.2,0.65,0.3128,Architecture,adjacent
0.4834,0.1667,1.0,1.0,0.1667,0.0,0.65,0.2972,Architecture,adjacent
0.4834,0.1667,1.0,0.8,0.1667,0.2,0.65,0.302,Architecture,adjacent
0.4,0.0,1.0,0.2,0.0,0.8,0.0,0.0451,Architecture,different
0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.04,Architecture,different
0.4,0.0,1.0,0.4,0.0,0.6,0.0,0.0552,Architecture,different
0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0459,Architecture,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.8049,Gestion de Projet IT,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.817,Gestion de Projet IT,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.785,Gestion de Projet IT,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7756,Gestion de Projet IT,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7741,Gestion de Projet IT,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.805,Gestion de Projet IT,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7673,Gestion de Projet IT,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7819,Gestion de Projet IT,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7789,Gestion de Projet IT,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7424,Gestion de Projet IT,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7093,Gestion de Projet IT,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7346,Gestion de Projet IT,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7372,Gestion de Projet IT,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7194,Gestion de Projet IT,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.727,Gestion de Projet IT,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.703,Gestion de Projet IT,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7204,Gestion de Projet IT,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7188,Gestion de Projet IT,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6262,Gestion de Projet IT,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6621,Gestion de Projet IT,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6614,Gestion de Projet IT,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6368,Gestion de Projet IT,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6402,Gestion de Projet IT,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6482,Gestion de Projet IT,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6508,Gestion de Projet IT,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6535,Gestion de Projet IT,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6456,Gestion de Projet IT,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5808,Gestion de Projet IT,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5965,Gestion de Projet IT,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5872,Gestion de Projet IT,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5916,Gestion de Projet IT,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5901,Gestion de Projet IT,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5983,Gestion de Projet IT,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.591,Gestion de Projet IT,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.6032,Gestion de Projet IT,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5941,Gestion de Projet IT,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5392,Gestion de Projet IT,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5435,Gestion de Projet IT,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.511,Gestion de Projet IT,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5396,Gestion de Projet IT,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.55,Gestion de Projet IT,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5169,Gestion de Projet IT,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5282,Gestion de Projet IT,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5243,Gestion de Projet IT,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5339,Gestion de Projet IT,same
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2991,Gestion de Projet IT,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2848,Gestion de Projet IT,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.3086,Gestion de Projet IT,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2826,Gestion de Projet IT,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2912,Gestion de Projet IT,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.3051,Gestion de Projet IT,adjacent
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0734,Gestion de Projet IT,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0526,Gestion de Projet IT,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.04,Gestion de Projet IT,different
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.0594,Gestion de Projet IT,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7831,Supply Chain / Logistique,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7771,Supply Chain / Logistique,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.813,Supply Chain / Logistique,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.8062,Supply Chain / Logistique,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7834,Supply Chain / Logistique,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7806,Supply Chain / Logistique,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7681,Supply Chain / Logistique,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.772,Supply Chain / Logistique,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7867,Supply Chain / Logistique,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.6954,Supply Chain / Logistique,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.711,Supply Chain / Logistique,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7197,Supply Chain / Logistique,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7117,Supply Chain / Logistique,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.708,Supply Chain / Logistique,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7147,Supply Chain / Logistique,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.731,Supply Chain / Logistique,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7141,Supply Chain / Logistique,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7098,Supply Chain / Logistique,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6742,Supply Chain / Logistique,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6593,Supply Chain / Logistique,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6599,Supply Chain / Logistique,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6618,Supply Chain / Logistique,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6558,Supply Chain / Logistique,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6727,Supply Chain / Logistique,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6491,Supply Chain / Logistique,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.657,Supply Chain / Logistique,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6488,Supply Chain / Logistique,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5973,Supply Chain / Logistique,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5844,Supply Chain / Logistique,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.584,Supply Chain / Logistique,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5892,Supply Chain / Logistique,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6081,Supply Chain / Logistique,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6054,Supply Chain / Logistique,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5931,Supply Chain / Logistique,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.5967,Supply Chain / Logistique,same
0.6143,0.4286,1.0,0.6,0.4286,0.4,1.0,0.6,Supply Chain / Logistique,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5238,Supply Chain / Logistique,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5292,Supply Chain / Logistique,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5341,Supply Chain / Logistique,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.522,Supply Chain / Logistique,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5405,Supply Chain / Logistique,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5258,Supply Chain / Logistique,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5226,Supply Chain / Logistique,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5609,Supply Chain / Logistique,same
0.5429,0.2857,1.0,0.6,0.2857,0.4,1.0,0.5212,Supply Chain / Logistique,same
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.3024,Supply Chain / Logistique,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.3075,Supply Chain / Logistique,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.3028,Supply Chain / Logistique,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2836,Supply Chain / Logistique,adjacent
0.4715,0.1429,1.0,1.0,0.1429,0.0,0.65,0.2811,Supply Chain / Logistique,adjacent
0.4715,0.1429,1.0,0.8,0.1429,0.2,0.65,0.2765,Supply Chain / Logistique,adjacent
0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0491,Supply Chain / Logistique,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0541,Supply Chain / Logistique,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.04,Supply Chain / Logistique,different
0.4,0.0,1.0,0.6,0.0,0.4,0.0,0.0458,Supply Chain / Logistique,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7658,Commerce B2B / Vente,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.797,Commerce B2B / Vente,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7887,Commerce B2B / Vente,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7844,Commerce B2B / Vente,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7966,Commerce B2B / Vente,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7676,Commerce B2B / Vente,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7935,Commerce B2B / Vente,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.8041,Commerce B2B / Vente,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7926,Commerce B2B / Vente,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7143,Commerce B2B / Vente,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7313,Commerce B2B / Vente,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7238,Commerce B2B / Vente,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.6994,Commerce B2B / Vente,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7048,Commerce B2B / Vente,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7147,Commerce B2B / Vente,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7328,Commerce B2B / Vente,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7122,Commerce B2B / Vente,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7101,Commerce B2B / Vente,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6621,Commerce B2B / Vente,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.653,Commerce B2B / Vente,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6476,Commerce B2B / Vente,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6569,Commerce B2B / Vente,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.661,Commerce B2B / Vente,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6471,Commerce B2B / Vente,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6551,Commerce B2B / Vente,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6399,Commerce B2B / Vente,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6567,Commerce B2B / Vente,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5909,Commerce B2B / Vente,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5876,Commerce B2B / Vente,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.6014,Commerce B2B / Vente,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5893,Commerce B2B / Vente,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5859,Commerce B2B / Vente,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5797,Commerce B2B / Vente,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5819,Commerce B2B / Vente,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.5823,Commerce B2B / Vente,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6,Commerce B2B / Vente,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5229,Commerce B2B / Vente,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5393,Commerce B2B / Vente,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,1.0,0.5566,Commerce B2B / Vente,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5477,Commerce B2B / Vente,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5007,Commerce B2B / Vente,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5325,Commerce B2B / Vente,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5404,Commerce B2B / Vente,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5291,Commerce B2B / Vente,same
0.5429,0.2857,1.0,0.8,0.2857,0.2,1.0,0.5196,Commerce B2B / Vente,same
0.5429,0.2857,1.0,1.0,0.2857,0.0,0.65,0.3388,Commerce B2B / Vente,adjacent
0.5429,0.2857,1.0,0.8,0.2857,0.2,0.65,0.3281,Commerce B2B / Vente,adjacent
0.5429,0.2857,1.0,1.0,0.2857,0.0,0.65,0.3496,Commerce B2B / Vente,adjacent
0.5429,0.2857,1.0,0.8,0.2857,0.2,0.65,0.3273,Commerce B2B / Vente,adjacent
0.5429,0.2857,1.0,1.0,0.2857,0.0,0.65,0.3316,Commerce B2B / Vente,adjacent
0.5429,0.2857,1.0,0.8,0.2857,0.2,0.65,0.3301,Commerce B2B / Vente,adjacent
0.4,0.0,1.0,0.8,0.0,0.2,0.0,0.0568,Commerce B2B / Vente,different
0.4,0.0,1.0,1.0,0.0,-0.2,0.0,0.04,Commerce B2B / Vente,different
0.4,0.0,1.0,1.0,0.0,-0.2,0.0,0.0579,Commerce B2B / Vente,different
0.4,0.0,1.0,1.0,0.0,-0.2,0.0,0.0437,Commerce B2B / Vente,different
0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.7544,Commerce Immobilier,same
0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.7646,Commerce Immobilier,same
0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.7651,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7598,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7436,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7469,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7676,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7453,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7627,Commerce Immobilier,same
0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.7557,Commerce Immobilier,same
0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.7528,Commerce Immobilier,same
0.8,0.8,1.0,1.0,0.8,0.0,1.0,0.7603,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7801,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7635,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7565,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7423,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7661,Commerce Immobilier,same
0.8,0.8,1.0,0.8,0.8,0.2,1.0,0.7736,Commerce Immobilier,same
0.7,0.6,1.0,1.0,0.6,0.0,1.0,0.6773,Commerce Immobilier,same
0.7,0.6,1.0,1.0,0.6,0.0,1.0,0.684,Commerce Immobilier,same
0.7,0.6,1.0,1.0,0.6,0.0,1.0,0.6757,Commerce Immobilier,same
0.7,0.6,1.0,0.8,0.6,0.2,1.0,0.6544,Commerce Immobilier,same
0.7,0.6,1.0,0.8,0.6,0.2,1.0,0.6695,Commerce Immobilier,same
0.7,0.6,1.0,0.8,0.6,0.2,1.0,0.6763,Commerce Immobilier,same
0.7,0.6,1.0,0.8,0.6,0.2,1.0,0.6787,Commerce Immobilier,same
0.7,0.6,1.0,0.8,0.6,0.2,1.0,0.6641,Commerce Immobilier,same
0.7,0.6,1.0,0.8,0.6,0.2,1.0,0.6692,Commerce Immobilier,same
0.6,0.4,1.0,1.0,0.4,0.0,1.0,0.5844,Commerce Immobilier,same
0.6,0.4,1.0,1.0,0.4,0.0,1.0,0.5953,Commerce Immobilier,same
0.6,0.4,1.0,1.0,0.4,0.0,1.0,0.5921,Commerce Immobilier,same
0.6,0.4,1.0,0.8,0.4,0.2,1.0,0.5878,Commerce Immobilier,same
0.6,0.4,1.0,0.8,0.4,0.2,1.0,0.5848,Commerce Immobilier,same
0.6,0.4,1.0,0.8,0.4,0.2,1.0,0.5677,Commerce Immobilier,same
0.6,0.4,1.0,0.8,0.4,0.2,1.0,0.5668,Commerce Immobilier,same
0.6,0.4,1.0,0.8,0.4,0.2,1.0,0.5789,Commerce Immobilier,same
0.6,0.4,1.0,0.8,0.4,0.2,1.0,0.5925,Commerce Immobilier,same
0.5,0.2,1.0,1.0,0.2,0.0,1.0,0.4947,Commerce Immobilier,same
0.5,0.2,1.0,1.0,0.2,0.0,1.0,0.4967,Commerce Immobilier,same
0.5,0.2,1.0,1.0,0.2,0.0,1.0,0.472,Commerce Immobilier,same
0.5,0.2,1.0,0.8,0.2,0.2,1.0,0.4725,Commerce Immobilier,same
0.5,0.2,1.0,0.8,0.2,0.2,1.0,0.5034,Commerce Immobilier,same
0.5,0.2,1.0,0.8,0.2,0.2,1.0,0.4896,Commerce Immobilier,same
0.5,0.2,1.0,0.8,0.2,0.2,1.0,0.4742,Commerce Immobilier,same
0.5,0.2,1.0,0.8,0.2,0.2,1.0,0.5006,Commerce Immobilier,same
0.5,0.2,1.0,0.8,0.2,0.2,1.0,0.4931,Commerce Immobilier,same
0.5,0.2,1.0,1.0,0.2,0.0,0.65,0.3454,Commerce Immobilier,adjacent
0.5,0.2,1.0,0.8,0.2,0.2,0.65,0.325,Commerce Immobilier,adjacent
0.5,0.2,1.0,1.0,0.2,0.0,0.65,0.3142,Commerce Immobilier,adjacent
0.5,0.2,1.0,0.8,0.2,0.2,0.65,0.3082,Commerce Immobilier,adjacent
0.5,0.2,1.0,1.0,0.2,0.0,0.65,0.3128,Commerce Immobilier,adjacent
0.5,0.2,1.0,0.8,0.2,0.2,0.65,0.3088,Commerce Immobilier,adjacent
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.0524,Commerce Immobilier,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.04,Commerce Immobilier,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.0678,Commerce Immobilier,different
0.4,0.0,1.0,1.0,0.0,-0.4,0.0,0.04,Commerce Immobilier,different
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7785,Design Graphique,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7696,Design Graphique,same
0.8286,0.8571,1.0,1.0,0.8571,0.0,1.0,0.7688,Design Graphique,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7814,Design Graphique,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7814,Design Graphique,same
0.8286,0.8571,1.0,0.8,0.8571,0.2,1.0,0.7919,Design Graphique,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7714,Design Graphique,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7823,Design Graphique,same
0.8286,0.8571,1.0,0.6,0.8571,0.4,1.0,0.7845,Design Graphique,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.713,Design Graphique,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.724,Design Graphique,same
0.7571,0.7143,1.0,1.0,0.7143,0.0,1.0,0.7215,Design Graphique,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7161,Design Graphique,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7386,Design Graphique,same
0.7571,0.7143,1.0,0.8,0.7143,0.2,1.0,0.7072,Design Graphique,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7174,Design Graphique,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7255,Design Graphique,same
0.7571,0.7143,1.0,0.6,0.7143,0.4,1.0,0.7133,Design Graphique,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6517,Design Graphique,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.6651,Design Graphique,same
0.6857,0.5714,1.0,1.0,0.5714,0.0,1.0,0.675,Design Graphique,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6498,Design Graphique,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6737,Design Graphique,same
0.6857,0.5714,1.0,0.8,0.5714,0.2,1.0,0.6714,Design Graphique,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6393,Design Graphique,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6671,Design Graphique,same
0.6857,0.5714,1.0,0.6,0.5714,0.4,1.0,0.6587,Design Graphique,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5914,Design Graphique,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5944,Design Graphique,same
0.6143,0.4286,1.0,1.0,0.4286,0.0,1.0,0.5982,Design Graphique,same
0.6143,0.4286,1.0,0.8,0.4286,0.2,1.0,0.6087,Design Graphique,same
