offre,candidat,sem_bge,comp_bge,exp_bge,form_bge,sem_v2,skills_raw,edu_gap,label
Développeur Mobile Flutter,Développeur Flutter Senior,0.728,0.85,0.449,0.0,0.728,1.0,0.0,0.95
Développeur Mobile Flutter,Développeur Android Kotlin,0.603,0.571,0.33,0.0,0.603,0.5714,-0.4,0.7643
Développeur Mobile Flutter,Junior Mobile React Native,0.552,0.429,0.35,0.0,0.552,0.4286,0.0,0.5607
Développeur Mobile Flutter,Senior Data Scientist,0.501,0.143,0.176,0.0,0.501,0.1429,-0.4,0.1586
Développeur Mobile Flutter,ML Engineer MLOps,0.506,0.143,0.181,0.0,0.506,0.1429,-0.4,0.1586
Développeur Mobile Flutter,Data Analyst Junior,0.5,0.143,0.167,0.0,0.5,0.1429,0.0,0.1211
Développeur Mobile Flutter,Data Analyst Senior BI,0.5,0.143,0.165,0.0,0.5,0.1429,-0.4,0.1586
Développeur Mobile Flutter,Data Engineer Spark,0.502,0.143,0.18,0.0,0.502,0.1429,-0.4,0.1586
Développeur Mobile Flutter,Stage Data Science,0.505,0.143,0.156,0.0,0.505,0.1429,-0.2,0.0836
Développeur Mobile Flutter,Senior DevOps AWS,0.513,0.143,0.19,0.0,0.513,0.1429,-0.4,0.1586
Développeur Mobile Flutter,Ingénieur Cloud Azure,0.502,0.143,0.192,0.0,0.502,0.1429,-0.4,0.1586
Développeur Mobile Flutter,SRE Kubernetes Linux,0.506,0.143,0.183,0.0,0.506,0.1429,-0.4,0.1586
Développeur Mobile Flutter,Junior DevOps CI/CD,0.517,0.143,0.189,0.0,0.517,0.1429,-0.4,0.1211
Développeur Mobile Flutter,Analyste Sécurité Pentester,0.501,0.0,0.137,0.0,0.501,0.0,-0.4,0.054
Développeur Mobile Flutter,Analyste SOC SIEM,0.501,0.0,0.145,0.0,0.501,0.0,-0.4,0.054
Développeur Mobile Flutter,Ingénieur QA Automation,0.503,0.414,0.294,0.0,0.503,0.2857,-0.4,0.3643
Développeur Mobile Flutter,Designer UX/UI Figma,0.506,0.0,0.12,0.0,0.506,0.0,0.0,0.054
Développeur Mobile Flutter,Chef de Projet IT Scrum,0.504,0.0,0.138,0.0,0.504,0.0,-0.4,0.054
Développeur Mobile Flutter,Marketing Digital Expert,0.505,0.1,0.154,0.0,0.505,0.0,0.0,0.054
Développeur Mobile Flutter,Commercial B2B Salesforce,0.501,0.0,0.116,0.0,0.501,0.0,0.0,0.054
Développeur Mobile Flutter,Junior Marketing Digital,0.505,0.1,0.143,0.0,0.505,0.0,0.0,0.039
Développeur Mobile Flutter,Comptable Confirmé SAP,0.5,0.0,0.117,0.0,0.5,0.0,-0.4,0.054
Développeur Mobile Flutter,Contrôleur de Gestion,0.5,0.0,0.125,0.0,0.5,0.0,-0.4,0.054
Développeur Mobile Flutter,Chargé RH Recrutement IT,0.502,0.0,0.132,0.0,0.502,0.0,0.0,0.054
Développeur Mobile Flutter,Médecin Généraliste,0.5,0.0,0.105,0.0,0.5,0.0,-1.0,0.054
Développeur Mobile Flutter,Enseignant Mathématiques,0.5,0.0,0.1,0.0,0.5,0.0,-0.4,0.054
Développeur Mobile Flutter,Juriste Droit des Affaires,0.5,0.0,0.135,0.0,0.5,0.0,-0.4,0.054
Développeur Mobile Flutter,Ingénieur Civil BTP,0.5,0.0,0.13,0.0,0.5,0.0,-0.4,0.054
Développeur Mobile Flutter,Commercial Vente Retail,0.5,0.0,0.102,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Flutter,Étudiant Première Année,0.505,0.0,0.105,0.0,0.505,0.0,0.4,0.02
Développeur Mobile Android Kotlin,Senior Backend Python FastAPI,0.502,0.286,0.224,0.0,0.502,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Mid Backend Python Django,0.503,0.286,0.222,0.0,0.503,0.2857,0.0,0.3143
Développeur Mobile Android Kotlin,Junior Python Flask,0.501,0.286,0.192,0.0,0.501,0.1429,0.4,0.0609
Développeur Mobile Android Kotlin,Python Data + Backend,0.502,0.243,0.199,0.0,0.502,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,Senior Java Spring Boot,0.505,0.414,0.271,0.0,0.505,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Mid Java Spring,0.504,0.414,0.285,0.0,0.504,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Junior Java Angular Stage,0.504,0.414,0.247,0.0,0.504,0.2857,0.2,0.1674
Développeur Mobile Android Kotlin,Senior Node.js Express,0.506,0.286,0.216,0.0,0.506,0.2857,0.4,0.2277
Développeur Mobile Android Kotlin,Full Stack Node React,0.504,0.286,0.223,0.0,0.504,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Développeur PHP Laravel Senior,0.509,0.286,0.228,0.0,0.509,0.2857,0.4,0.2277
Développeur Mobile Android Kotlin,Junior PHP Symfony,0.501,0.143,0.159,0.0,0.501,0.1429,0.4,0.0609
Développeur Mobile Android Kotlin,Développeur .NET C# Senior,0.511,0.286,0.225,0.0,0.511,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Senior Frontend React,0.503,0.286,0.226,0.0,0.503,0.2857,0.4,0.2277
Développeur Mobile Android Kotlin,Mid Frontend React Redux,0.503,0.286,0.218,0.0,0.503,0.2857,0.0,0.3143
Développeur Mobile Android Kotlin,Junior Frontend JavaScript,0.502,0.143,0.18,0.0,0.502,0.1429,0.6,0.0399
Développeur Mobile Android Kotlin,Senior Angular TypeScript,0.502,0.286,0.203,0.0,0.502,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Développeur Flutter Senior,0.538,0.7,0.318,0.0,0.538,0.5714,0.4,0.4927
Développeur Mobile Android Kotlin,Développeur Android Kotlin,0.729,1.0,0.452,0.0,0.729,1.0,0.0,0.95
Développeur Mobile Android Kotlin,Junior Mobile React Native,0.539,0.429,0.317,0.0,0.539,0.4286,0.4,0.3161
Développeur Mobile Android Kotlin,Senior Data Scientist,0.5,0.143,0.153,0.0,0.5,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,ML Engineer MLOps,0.502,0.143,0.164,0.0,0.502,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,Data Analyst Junior,0.5,0.143,0.147,0.0,0.5,0.1429,0.4,0.0609
Développeur Mobile Android Kotlin,Data Analyst Senior BI,0.5,0.143,0.147,0.0,0.5,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,Data Engineer Spark,0.501,0.143,0.161,0.0,0.501,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,Stage Data Science,0.501,0.143,0.133,0.0,0.501,0.1429,0.2,0.063
Développeur Mobile Android Kotlin,Senior DevOps AWS,0.503,0.143,0.183,0.0,0.503,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,Ingénieur Cloud Azure,0.501,0.143,0.172,0.0,0.501,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,SRE Kubernetes Linux,0.503,0.143,0.172,0.0,0.503,0.1429,0.0,0.1586
Développeur Mobile Android Kotlin,Junior DevOps CI/CD,0.505,0.143,0.201,0.0,0.505,0.1429,0.0,0.1086
Développeur Mobile Android Kotlin,Analyste Sécurité Pentester,0.5,0.0,0.13,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Analyste SOC SIEM,0.5,0.0,0.134,0.0,0.5,0.0,0.0,0.044
Développeur Mobile Android Kotlin,Ingénieur QA Automation,0.501,0.414,0.274,0.0,0.501,0.2857,0.0,0.3643
Développeur Mobile Android Kotlin,Designer UX/UI Figma,0.501,0.0,0.106,0.0,0.501,0.0,0.4,0.032
Développeur Mobile Android Kotlin,Chef de Projet IT Scrum,0.5,0.0,0.123,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Marketing Digital Expert,0.501,0.1,0.141,0.0,0.501,0.0,0.4,0.032
Développeur Mobile Android Kotlin,Commercial B2B Salesforce,0.5,0.0,0.106,0.0,0.5,0.0,0.4,0.032
Développeur Mobile Android Kotlin,Junior Marketing Digital,0.501,0.1,0.144,0.0,0.501,0.0,0.4,0.02
Développeur Mobile Android Kotlin,Comptable Confirmé SAP,0.5,0.0,0.113,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Contrôleur de Gestion,0.5,0.0,0.113,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Chargé RH Recrutement IT,0.5,0.0,0.121,0.0,0.5,0.0,0.4,0.032
Développeur Mobile Android Kotlin,Médecin Généraliste,0.5,0.0,0.097,0.0,0.5,0.0,-0.6,0.054
Développeur Mobile Android Kotlin,Enseignant Mathématiques,0.5,0.0,0.098,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Juriste Droit des Affaires,0.5,0.0,0.118,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Ingénieur Civil BTP,0.5,0.0,0.131,0.0,0.5,0.0,0.0,0.054
Développeur Mobile Android Kotlin,Commercial Vente Retail,0.5,0.0,0.103,0.0,0.5,0.0,0.4,0.032
Développeur Mobile Android Kotlin,Étudiant Première Année,0.501,0.0,0.106,0.0,0.501,0.0,0.8,0.02
Data Scientist Machine Learning,Senior Backend Python FastAPI,0.538,0.588,0.242,0.0,0.538,0.25,0.0,0.3525
Data Scientist Machine Learning,Mid Backend Python Django,0.548,0.6,0.25,0.0,0.548,0.25,0.0,0.3525
Data Scientist Machine Learning,Junior Python Flask,0.523,0.6,0.201,0.0,0.523,0.375,0.4,0.3249
Data Scientist Machine Learning,Python Data + Backend,0.696,0.85,0.389,0.0,0.696,0.625,0.0,0.7937
Data Scientist Machine Learning,Senior Java Spring Boot,0.531,0.238,0.241,0.0,0.531,0.125,0.0,0.1556
Data Scientist Machine Learning,Mid Java Spring,0.539,0.25,0.131,0.0,0.539,0.125,0.0,0.1556
Data Scientist Machine Learning,Junior Java Angular Stage,0.514,0.25,0.201,0.0,0.514,0.25,0.2,0.1571
Data Scientist Machine Learning,Senior Node.js Express,0.526,0.212,0.103,0.0,0.526,0.125,0.4,0.0948
Data Scientist Machine Learning,Full Stack Node React,0.54,0.25,0.207,0.0,0.54,0.125,0.0,0.1556
Data Scientist Machine Learning,Développeur PHP Laravel Senior,0.507,0.238,0.103,0.0,0.507,0.125,0.4,0.0948
Data Scientist Machine Learning,Junior PHP Symfony,0.506,0.238,0.095,0.0,0.506,0.125,0.4,0.0678
Data Scientist Machine Learning,Développeur .NET C# Senior,0.526,0.25,0.127,0.0,0.526,0.25,0.0,0.3525
Data Scientist Machine Learning,Senior Frontend React,0.507,0.125,0.072,0.0,0.507,0.125,0.4,0.0948
Data Scientist Machine Learning,Mid Frontend React Redux,0.508,0.125,0.064,0.0,0.508,0.125,0.0,0.1556
Data Scientist Machine Learning,Junior Frontend JavaScript,0.505,0.125,0.067,0.0,0.505,0.125,0.6,0.0452
Data Scientist Machine Learning,Senior Angular TypeScript,0.508,0.125,0.081,0.0,0.508,0.125,0.0,0.1556
Data Scientist Machine Learning,Développeur Flutter Senior,0.509,0.125,0.06,0.0,0.509,0.125,0.4,0.0948
Data Scientist Machine Learning,Développeur Android Kotlin,0.502,0.125,0.049,0.0,0.502,0.125,0.0,0.1556
Data Scientist Machine Learning,Junior Mobile React Native,0.515,0.125,0.04,0.0,0.515,0.125,0.4,0.0678
Data Scientist Machine Learning,Senior Data Scientist,0.73,0.85,0.438,0.0,0.73,1.0,0.0,0.95
Data Scientist Machine Learning,ML Engineer MLOps,0.629,0.588,0.251,0.0,0.629,0.25,0.0,0.3525
Data Scientist Machine Learning,Data Analyst Junior,0.674,0.862,0.277,0.0,0.674,0.75,0.4,0.4734
Data Scientist Machine Learning,Data Analyst Senior BI,0.623,0.613,0.254,0.0,0.623,0.5,0.0,0.725
Data Scientist Machine Learning,Data Engineer Spark,0.63,0.6,0.343,0.0,0.63,0.375,0.0,0.6562
Data Scientist Machine Learning,Stage Data Science,0.73,0.75,0.386,0.0,0.73,0.75,0.2,0.5038
Data Scientist Machine Learning,Senior DevOps AWS,0.524,0.125,0.185,0.0,0.524,0.125,0.0,0.1556
Data Scientist Machine Learning,Ingénieur Cloud Azure,0.514,0.125,0.186,0.0,0.514,0.125,0.0,0.1556
Data Scientist Machine Learning,SRE Kubernetes Linux,0.552,0.475,0.31,0.0,0.552,0.25,0.0,0.3525
Data Scientist Machine Learning,Junior DevOps CI/CD,0.543,0.125,0.202,0.0,0.543,0.125,0.0,0.1181
Data Scientist Machine Learning,Analyste Sécurité Pentester,0.503,0.35,0.252,0.0,0.503,0.125,0.0,0.1556
Data Scientist Machine Learning,Analyste SOC SIEM,0.505,0.0,0.152,0.0,0.505,0.0,0.0,0.054
Data Scientist Machine Learning,Ingénieur QA Automation,0.518,0.475,0.318,0.0,0.518,0.25,0.0,0.3525
Data Scientist Machine Learning,Designer UX/UI Figma,0.501,0.0,0.114,0.0,0.501,0.0,0.4,0.032
Data Scientist Machine Learning,Chef de Projet IT Scrum,0.504,0.0,0.142,0.0,0.504,0.0,0.0,0.054
Data Scientist Machine Learning,Marketing Digital Expert,0.503,0.088,0.16,0.0,0.503,0.0,0.4,0.032
Data Scientist Machine Learning,Commercial B2B Salesforce,0.503,0.0,0.139,0.0,0.503,0.0,0.4,0.032
Data Scientist Machine Learning,Junior Marketing Digital,0.506,0.088,0.16,0.0,0.506,0.0,0.4,0.0212
Data Scientist Machine Learning,Comptable Confirmé SAP,0.501,0.0,0.143,0.0,0.501,0.0,0.0,0.054
Data Scientist Machine Learning,Contrôleur de Gestion,0.501,0.0,0.147,0.0,0.501,0.0,0.0,0.054
Data Scientist Machine Learning,Chargé RH Recrutement IT,0.506,0.0,0.132,0.0,0.506,0.0,0.4,0.032
Data Scientist Machine Learning,Médecin Généraliste,0.5,0.0,0.116,0.0,0.5,0.0,-0.6,0.054
Data Scientist Machine Learning,Enseignant Mathématiques,0.504,0.0,0.132,0.0,0.504,0.0,0.0,0.054
Data Scientist Machine Learning,Juriste Droit des Affaires,0.5,0.0,0.138,0.0,0.5,0.0,0.0,0.054
Data Scientist Machine Learning,Ingénieur Civil BTP,0.5,0.0,0.137,0.0,0.5,0.0,0.0,0.054
Data Scientist Machine Learning,Commercial Vente Retail,0.502,0.0,0.127,0.0,0.502,0.0,0.4,0.032
Data Scientist Machine Learning,Étudiant Première Année,0.53,0.35,0.232,0.0,0.53,0.125,0.8,0.02
Ingénieur Machine Learning MLOps,Senior Backend Python FastAPI,0.521,0.462,0.234,0.0,0.521,0.375,0.0,0.6562
Ingénieur Machine Learning MLOps,Mid Backend Python Django,0.523,0.375,0.186,0.0,0.523,0.375,0.0,0.5729
Ingénieur Machine Learning MLOps,Junior Python Flask,0.521,0.25,0.105,0.0,0.521,0.25,0.4,0.1472
Ingénieur Machine Learning MLOps,Python Data + Backend,0.576,0.375,0.298,0.0,0.576,0.375,0.0,0.6562
Ingénieur Machine Learning MLOps,Senior Java Spring Boot,0.537,0.462,0.337,0.0,0.537,0.375,0.0,0.6562
Ingénieur Machine Learning MLOps,Mid Java Spring,0.539,0.25,0.122,0.0,0.539,0.25,0.0,0.3525
Ingénieur Machine Learning MLOps,Junior Java Angular Stage,0.53,0.125,0.159,0.0,0.53,0.125,0.2,0.0604
Ingénieur Machine Learning MLOps,Senior Node.js Express,0.525,0.25,0.104,0.0,0.525,0.25,0.4,0.2192
Ingénieur Machine Learning MLOps,Full Stack Node React,0.532,0.25,0.202,0.0,0.532,0.25,0.0,0.3525
Ingénieur Machine Learning MLOps,Développeur PHP Laravel Senior,0.504,0.25,0.116,0.0,0.504,0.25,0.4,0.2192
Ingénieur Machine Learning MLOps,Junior PHP Symfony,0.508,0.125,0.057,0.0,0.508,0.125,0.4,0.0588
Ingénieur Machine Learning MLOps,Développeur .NET C# Senior,0.511,0.25,0.127,0.0,0.511,0.25,0.0,0.3525
Ingénieur Machine Learning MLOps,Senior Frontend React,0.514,0.125,0.062,0.0,0.514,0.125,0.4,0.0948
Ingénieur Machine Learning MLOps,Mid Frontend React Redux,0.512,0.125,0.059,0.0,0.512,0.125,0.0,0.1306
Ingénieur Machine Learning MLOps,Junior Frontend JavaScript,0.512,0.125,0.064,0.0,0.512,0.125,0.6,0.0383
Ingénieur Machine Learning MLOps,Senior Angular TypeScript,0.511,0.212,0.106,0.0,0.511,0.125,0.0,0.1556
Ingénieur Machine Learning MLOps,Développeur Flutter Senior,0.505,0.125,0.064,0.0,0.505,0.125,0.4,0.0948
Ingénieur Machine Learning MLOps,Développeur Android Kotlin,0.502,0.125,0.063,0.0,0.502,0.125,0.0,0.1556
Ingénieur Machine Learning MLOps,Junior Mobile React Native,0.529,0.125,0.04,0.0,0.529,0.125,0.4,0.0588
Ingénieur Machine Learning MLOps,Senior Data Scientist,0.574,0.462,0.361,0.0,0.574,0.375,0.0,0.6562
Ingénieur Machine Learning MLOps,ML Engineer MLOps,0.73,1.0,0.343,0.0,0.73,1.0,0.0,0.95
Ingénieur Machine Learning MLOps,Data Analyst Junior,0.51,0.25,0.11,0.0,0.51,0.25,0.4,0.1472
Ingénieur Machine Learning MLOps,Data Analyst Senior BI,0.515,0.25,0.125,0.0,0.515,0.25,0.0,0.3525
Ingénieur Machine Learning MLOps,Data Engineer Spark,0.58,0.5,0.334,0.0,0.58,0.5,0.0,0.725
Ingénieur Machine Learning MLOps,Stage Data Science,0.628,0.25,0.214,0.0,0.628,0.25,0.2,0.1571
Ingénieur Machine Learning MLOps,Senior DevOps AWS,0.574,0.625,0.339,0.0,0.574,0.625,0.0,0.7937
Ingénieur Machine Learning MLOps,Ingénieur Cloud Azure,0.664,0.625,0.347,0.0,0.664,0.5,0.0,0.725
Ingénieur Machine Learning MLOps,SRE Kubernetes Linux,0.581,0.625,0.337,0.0,0.581,0.625,0.0,0.7937
Ingénieur Machine Learning MLOps,Junior DevOps CI/CD,0.595,0.625,0.338,0.0,0.595,0.5,0.0,0.5583
Ingénieur Machine Learning MLOps,Analyste Sécurité Pentester,0.501,0.125,0.189,0.0,0.501,0.125,0.0,0.1556
Ingénieur Machine Learning MLOps,Analyste SOC SIEM,0.501,0.0,0.156,0.0,0.501,0.0,0.0,0.044
Ingénieur Machine Learning MLOps,Ingénieur QA Automation,0.6,0.375,0.288,0.0,0.6,0.375,0.0,0.6562
Ingénieur Machine Learning MLOps,Designer UX/UI Figma,0.501,0.0,0.117,0.0,0.501,0.0,0.4,0.032
Ingénieur Machine Learning MLOps,Chef de Projet IT Scrum,0.504,0.0,0.144,0.0,0.504,0.0,0.0,0.054
Ingénieur Machine Learning MLOps,Marketing Digital Expert,0.503,0.088,0.162,0.0,0.503,0.0,0.4,0.032
Ingénieur Machine Learning MLOps,Commercial B2B Salesforce,0.504,0.0,0.139,0.0,0.504,0.0,0.4,0.032
Ingénieur Machine Learning MLOps,Junior Marketing Digital,0.507,0.088,0.157,0.0,0.507,0.0,0.4,0.02
Ingénieur Machine Learning MLOps,Comptable Confirmé SAP,0.5,0.0,0.133,0.0,0.5,0.0,0.0,0.054
Ingénieur Machine Learning MLOps,Contrôleur de Gestion,0.501,0.0,0.141,0.0,0.501,0.0,0.0,0.054
Ingénieur Machine Learning MLOps,Chargé RH Recrutement IT,0.506,0.0,0.137,0.0,0.506,0.0,0.4,0.032
Ingénieur Machine Learning MLOps,Médecin Généraliste,0.5,0.0,0.113,0.0,0.5,0.0,-0.6,0.054
Ingénieur Machine Learning MLOps,Enseignant Mathématiques,0.501,0.0,0.128,0.0,0.501,0.0,0.0,0.054
Ingénieur Machine Learning MLOps,Juriste Droit des Affaires,0.5,0.0,0.131,0.0,0.5,0.0,0.0,0.054
Ingénieur Machine Learning MLOps,Ingénieur Civil BTP,0.5,0.0,0.158,0.0,0.5,0.0,0.0,0.054
Ingénieur Machine Learning MLOps,Commercial Vente Retail,0.502,0.0,0.119,0.0,0.502,0.0,0.4,0.032
Ingénieur Machine Learning MLOps,Étudiant Première Année,0.531,0.125,0.164,0.0,0.531,0.125,0.8,0.02
Data Analyst BI,Senior Backend Python FastAPI,0.536,0.543,0.35,0.0,0.536,0.2857,-0.4,0.3643
Data Analyst BI,Mid Backend Python Django,0.537,0.557,0.33,0.0,0.537,0.2857,-0.4,0.3643
Data Analyst BI,Junior Python Flask,0.554,0.557,0.324,0.0,0.554,0.4286,0.0,0.5607
Data Analyst BI,Python Data + Backend,0.621,0.557,0.369,0.0,0.621,0.4286,-0.4,0.6857
Data Analyst BI,Senior Java Spring Boot,0.525,0.271,0.237,0.0,0.525,0.1429,-0.4,0.1586
Data Analyst BI,Mid Java Spring,0.535,0.286,0.234,0.0,0.535,0.1429,-0.4,0.1586
Data Analyst BI,Junior Java Angular Stage,0.522,0.286,0.208,0.0,0.522,0.2857,-0.2,0.2143
Data Analyst BI,Senior Node.js Express,0.52,0.243,0.209,0.0,0.52,0.1429,0.0,0.1586
Data Analyst BI,Full Stack Node React,0.537,0.286,0.208,0.0,0.537,0.1429,-0.4,0.1586
Data Analyst BI,Développeur PHP Laravel Senior,0.502,0.271,0.218,0.0,0.502,0.1429,0.0,0.1586
Data Analyst BI,Junior PHP Symfony,0.512,0.271,0.215,0.0,0.512,0.1429,0.0,0.1211
Data Analyst BI,Développeur .NET C# Senior,0.51,0.286,0.237,0.0,0.51,0.2857,-0.4,0.3643
Data Analyst BI,Senior Frontend React,0.516,0.143,0.178,0.0,0.516,0.1429,0.0,0.1586
Data Analyst BI,Mid Frontend React Redux,0.513,0.143,0.163,0.0,0.513,0.1429,-0.4,0.1586
Data Analyst BI,Junior Frontend JavaScript,0.511,0.143,0.184,0.0,0.511,0.1429,0.2,0.0889
Data Analyst BI,Senior Angular TypeScript,0.514,0.143,0.171,0.0,0.514,0.1429,-0.4,0.1586
Data Analyst BI,Développeur Flutter Senior,0.503,0.143,0.164,0.0,0.503,0.1429,0.0,0.1586
Data Analyst BI,Développeur Android Kotlin,0.502,0.143,0.155,0.0,0.502,0.1429,-0.4,0.1586
Data Analyst BI,Junior Mobile React Native,0.525,0.143,0.144,0.0,0.525,0.1429,0.0,0.1211
Data Analyst BI,Senior Data Scientist,0.584,0.571,0.364,0.0,0.584,0.5714,-0.4,0.7643
Data Analyst BI,ML Engineer MLOps,0.514,0.414,0.298,0.0,0.514,0.2857,-0.4,0.3643
Data Analyst BI,Data Analyst Junior,0.711,0.986,0.425,0.0,0.711,0.8571,0.0,0.7964
Data Analyst BI,Data Analyst Senior BI,0.729,0.85,0.427,0.0,0.729,1.0,-0.4,0.95
Data Analyst BI,Data Engineer Spark,0.533,0.557,0.331,0.0,0.533,0.4286,-0.4,0.6857
Data Analyst BI,Stage Data Science,0.654,0.571,0.341,0.0,0.654,0.5714,-0.2,0.5143
Data Analyst BI,Senior DevOps AWS,0.524,0.143,0.184,0.0,0.524,0.1429,-0.4,0.1586
Data Analyst BI,Ingénieur Cloud Azure,0.504,0.143,0.189,0.0,0.504,0.1429,-0.4,0.1586
Data Analyst BI,SRE Kubernetes Linux,0.53,0.414,0.301,0.0,0.53,0.2857,-0.4,0.3643
Data Analyst BI,Junior DevOps CI/CD,0.529,0.143,0.192,0.0,0.529,0.1429,-0.4,0.1211
Data Analyst BI,Analyste Sécurité Pentester,0.508,0.271,0.245,0.0,0.508,0.1429,-0.4,0.1586
Data Analyst BI,Analyste SOC SIEM,0.523,0.0,0.147,0.0,0.523,0.0,-0.4,0.054
Data Analyst BI,Ingénieur QA Automation,0.512,0.414,0.325,0.0,0.512,0.2857,-0.4,0.3643
Data Analyst BI,Designer UX/UI Figma,0.504,0.0,0.125,0.0,0.504,0.0,0.0,0.054
Data Analyst BI,Chef de Projet IT Scrum,0.504,0.0,0.133,0.0,0.504,0.0,-0.4,0.054
Data Analyst BI,Marketing Digital Expert,0.518,0.243,0.222,0.0,0.518,0.1429,0.0,0.1586
Data Analyst BI,Commercial B2B Salesforce,0.528,0.143,0.201,0.0,0.528,0.1429,0.0,0.1586
Data Analyst BI,Junior Marketing Digital,0.528,0.243,0.209,0.0,0.528,0.1429,0.0,0.1211
Data Analyst BI,Comptable Confirmé SAP,0.509,0.143,0.201,0.0,0.509,0.1429,-0.4,0.1586
Data Analyst BI,Contrôleur de Gestion,0.52,0.414,0.348,0.0,0.52,0.2857,-0.4,0.3643
Data Analyst BI,Chargé RH Recrutement IT,0.524,0.143,0.182,0.0,0.524,0.1429,0.0,0.1586
Data Analyst BI,Médecin Généraliste,0.5,0.0,0.117,0.0,0.5,0.0,-1.0,0.054
Data Analyst BI,Enseignant Mathématiques,0.508,0.143,0.163,0.0,0.508,0.1429,-0.4,0.1586
Data Analyst BI,Juriste Droit des Affaires,0.5,0.0,0.133,0.0,0.5,0.0,-0.4,0.054
Data Analyst BI,Ingénieur Civil BTP,0.5,0.0,0.137,0.0,0.5,0.0,-0.4,0.054
Data Analyst BI,Commercial Vente Retail,0.516,0.143,0.185,0.0,0.516,0.1429,0.0,0.1586
Data Analyst BI,Étudiant Première Année,0.539,0.271,0.213,0.0,0.539,0.1429,0.4,0.0314
Data Engineer Big Data,Senior Backend Python FastAPI,0.594,0.488,0.253,0.0,0.594,0.375,0.0,0.6562
Data Engineer Big Data,Mid Backend Python Django,0.603,0.5,0.227,0.0,0.603,0.375,0.0,0.5312
Data Engineer Big Data,Junior Python Flask,0.553,0.375,0.155,0.0,0.553,0.375,0.4,0.2799
Data Engineer Big Data,Python Data + Backend,0.689,0.488,0.352,0.0,0.689,0.375,0.0,0.5938
Data Engineer Big Data,Senior Java Spring Boot,0.532,0.362,0.279,0.0,0.532,0.25,0.0,0.3525
Data Engineer Big Data,Mid Java Spring,0.555,0.375,0.169,0.0,0.555,0.25,0.0,0.315
Data Engineer Big Data,Junior Java Angular Stage,0.523,0.25,0.193,0.0,0.523,0.25,0.2,0.1571
Data Engineer Big Data,Senior Node.js Express,0.531,0.338,0.148,0.0,0.531,0.25,0.4,0.2192
Data Engineer Big Data,Full Stack Node React,0.561,0.375,0.249,0.0,0.561,0.25,0.0,0.315
Data Engineer Big Data,Développeur PHP Laravel Senior,0.51,0.362,0.158,0.0,0.51,0.25,0.4,0.1922
Data Engineer Big Data,Junior PHP Symfony,0.511,0.238,0.093,0.0,0.511,0.125,0.4,0.0543
Data Engineer Big Data,Développeur .NET C# Senior,0.521,0.375,0.191,0.0,0.521,0.375,0.0,0.6562
Data Engineer Big Data,Senior Frontend React,0.511,0.125,0.068,0.0,0.511,0.125,0.4,0.0813
Data Engineer Big Data,Mid Frontend React Redux,0.506,0.125,0.056,0.0,0.506,0.125,0.0,0.1181
Data Engineer Big Data,Junior Frontend JavaScript,0.508,0.125,0.067,0.0,0.508,0.125,0.6,0.0349
Data Engineer Big Data,Senior Angular TypeScript,0.514,0.212,0.104,0.0,0.514,0.125,0.0,0.1556
Data Engineer Big Data,Développeur Flutter Senior,0.505,0.125,0.069,0.0,0.505,0.125,0.4,0.0813
Data Engineer Big Data,Développeur Android Kotlin,0.501,0.125,0.064,0.0,0.501,0.125,0.0,0.1369
Data Engineer Big Data,Junior Mobile React Native,0.51,0.125,0.05,0.0,0.51,0.125,0.4,0.0543
Data Engineer Big Data,Senior Data Scientist,0.624,0.462,0.361,0.0,0.624,0.375,0.0,0.6562
Data Engineer Big Data,ML Engineer MLOps,0.626,0.5,0.245,0.0,0.626,0.5,0.0,0.6625
Data Engineer Big Data,Data Analyst Junior,0.558,0.375,0.182,0.0,0.558,0.375,0.4,0.2799
Data Engineer Big Data,Data Analyst Senior BI,0.579,0.375,0.205,0.0,0.579,0.375,0.0,0.6562
Data Engineer Big Data,Data Engineer Spark,0.731,1.0,0.442,0.0,0.731,1.0,0.0,0.95
Data Engineer Big Data,Stage Data Science,0.669,0.375,0.26,0.0,0.669,0.375,0.2,0.3223
